iban,account_value,account_live,currency
TR50 5093 14AO 48MW LXAT ZNO2 RQ,415.3,true,Rupee
BH49 XFLH 231E VLS0 GVJ1 U1,285.22,false,Real
PK60 EVGY YXB8 XTZM TUUC 3U2M,715.9,true,Yuan Renminbi
HU98 0989 1417 3285 5821 9113 8752,309.38,false,Yuan Renminbi
PK88 JNPU 86XU ZU5E WPFV IBEZ,78.16,false,Euro
FR79 3295 5644 64MB WSED GC5V R11,76.6,true,Euro
AT91 9254 5360 6183 1047,818.16,false,Rupee
FR37 2252 6011 39KS VMQQ VE6C N11,167.83,true,Dollar
FR47 5740 8583 59SR XFJC IOIT 703,217.56,true,Euro
ES63 3878 5815 4463 0134 3891,594.08,false,Euro
AT85 7963 9808 4923 0094,486.41,false,Rupiah
FR59 2921 6769 45S0 UQPT BTP8 N75,131.76,false,Rupiah
PL47 9199 9069 3173 7064 5922 7037,397.86,true,Rial
GT39 VF2D QS21 GJ5K CZBY 7AB1 ENBH,579.74,true,Rupiah
FR22 4629 2898 32PO NZ1U KKQY R54,352.27,false,Naira
MK86 2922 WLFI HNTJ F94,732.73,false,Krona
PT36 7298 4238 2220 1946 9899 1,537.13,false,Yuan Renminbi
CH21 4785 90L3 VSKU QGWJ P,349.4,true,Yuan Renminbi
RO63 ORAH AKHF DKHU HNII ZEGL,315.32,false,Yuan Renminbi
GB66 UUKY 2706 3007 5170 76,742.22,false,Yuan Renminbi
RO42 KRJQ DIHU HICD FRFC 6KFG,792.43,false,Euro
LU70 010E ZCSG 4DUK Z2KX,560.71,true,Euro
HU56 0485 1144 4051 5019 3869 2448,414.26,true,Yuan Renminbi
CZ09 4668 1599 0883 9042 9680,830.31,false,Rand
HR14 6710 9720 4002 6482 8,496.5,true,Ruble
EE15 6838 0762 2699 0849,877.14,false,Yuan Renminbi
FR45 3859 3639 44UV XCA5 FLFS 826,50.28,true,Yuan Renminbi
FR44 5020 1533 15NQ PAZA THOL N15,591.8,true,Yuan Renminbi
SE83 2642 8733 8851 6114 5496,723.07,false,Peso
MU86 LNBV 7830 6739 1782 6542 931L IS,320.73,true,Peso
LU97 838A EPSX 036V KTCV,744.91,true,Yuan Renminbi
FR79 7296 8816 78K7 0UO5 KKIE Y36,65.76,true,Euro
GR49 2349 975R 4JNP FWI7 WSCI GZV,190.43,false,Peso
FO19 0764 3134 8184 82,432.52,false,Peso
SE57 3825 6630 5545 1142 6146,575.53,true,Ruble
SI37 6978 4832 2991 184,372.74,true,Peso
LB51 4225 9N8P FWD3 S25Z XTTY LLBY,607.2,false,Dollar
FR68 5885 6336 477R LH1W ZOK3 854,573.28,false,Yuan Renminbi
AE04 2382 4150 8581 3091 557,449.63,true,Rial
DE92 6458 9715 0165 6378 24,924.41,true,Peso
DK17 0859 7243 9031 83,540.77,true,Dong
FR32 6860 7986 575V 43AI JEBB X18,702.79,true,Dollar
RS10 3629 2048 7277 6336 70,456.07,false,Rupiah
FR08 0816 4708 80PS QKFO 04VF K54,645.98,true,Peso
BG31 BJIG 7868 13GE 4DSO 70,6.85,true,Shilling
SE91 2709 3115 3742 1910 4032,730.56,false,Cordoba
AT66 6013 1102 1167 0495,839.76,true,Yuan Renminbi
LV31 VDCS NR5U IGKT EFLU P,290.14,true,Pound
LB16 3344 DJTB 6XJZ FJV4 Z4FX XHAA,375.76,true,Yuan Renminbi
FI12 7791 4311 2120 67,900.27,false,Naira
IL22 1320 6196 7787 5206 324,799.77,true,Yuan Renminbi
FR52 8866 6972 09OD XTHS QN5P 553,852.88,true,Ruble
FR21 9644 0377 10OM SCQV SMXJ Y25,798.92,false,Ruble
KW88 IFAB 10KJ 23SB S20L QBQX FA5P HC,52.92,true,Quetzal
CY19 4680 3213 YDOY FMAR V3EE 2Z25,814.46,true,Tenge
RO45 IGUJ ROLJ NH34 RNRW NLYA,383.22,true,Sol
FI09 3693 3496 1194 84,275.06,true,Dong
BG22 VSUF 3103 56WW IMBM W1,218.82,false,Zloty
VG87 SFIL 2134 8124 2713 7589,155.05,false,Peso
TR97 9214 8CZR ZPW4 GGLR PLZC 2J,631.04,false,Peso
KW30 UXBR DOPH GLKB DE6L 6Z32 R5U2 QE,944.85,false,Won
PK64 JHKL HOS1 H5OY UYUV TNOR,623.44,true,Yuan Renminbi
ME63 7617 7517 0156 1438 92,696.7,true,Ruble
IE61 FPOY 8469 7319 6996 09,95.84,false,Ruble
VG05 LMNN 9673 3480 7759 6386,650.34,false,Ruble
FR50 2644 2100 03NM WYBZ DLDU W33,322.06,false,Ruble
FR74 9749 4416 74RL HZZX 4MMB F62,498.31,true,Litas
FR25 8299 8813 96O5 CABZ ALMA 827,451.73,true,Zloty
BR36 7425 1460 2060 8267 3857 299V E,348.31,false,Real
FR48 8103 6347 45AN UXE5 QFJ2 T37,715.44,false,Manat
PL18 6067 7645 2743 2041 7747 3877,385.99,false,Rupiah
AD78 1109 1764 OYW1 SRFL HSJF,976.51,true,Rial
BH43 KSOW Y3WX GFKK TLLI XY,991.96,false,Peso
LU06 649V OJRX AHIZ CJ6H,510.44,true,Yuan Renminbi
SM35 D622 6732 891C XV3C NOD0 3RG,976.97,true,Litas
GB76 DMAJ 2649 3094 0285 30,425.02,true,Yuan Renminbi
HU40 8306 2831 3867 5988 5740 5732,956.11,false,Sol
DE05 1950 7618 4350 4723 12,250.44,true,Real
LU47 1210 TSNT XA6J UXCL,818.28,true,Rupiah
MU55 BAIL 8115 2488 0275 3936 304N UK,764.18,true,Ruble
LV62 PZOB QMQL VMDK 3CSJ A,720.1,false,Rand
DK41 3715 7328 5828 08,830.56,false,Rupiah
SA21 94AI XYG9 SYUR T0MV SDMZ,971.91,false,Peso
GR06 0195 733X IHW7 G3U9 VQJD F4N,926.57,false,Koruna
LB13 8376 29K4 O8L7 2GZB UITR NXEV,98.67,false,Rupiah
FR57 2458 5408 120U KW87 R5JZ 526,321.49,true,Yuan Renminbi
BR31 7573 9264 1393 0471 3965 652E Z,835.76,true,Real
IE25 UASD 4232 4233 2006 80,285.2,false,Euro
AZ37 LUHC EW86 QAEL UGP9 YLEM VWHV,663.66,true,Yuan Renminbi
HR39 0250 4641 0281 8588 4,37.5,false,Peso
KW22 KBZC 5TOS O9K9 XMR2 EOZO V9FZ MC,223.22,false,Peso
DE54 9097 3485 0570 4925 67,207.27,true,Yuan Renminbi
ES23 4151 8862 9613 9724 9517,986.54,false,Peso
NL27 IYCG 4544 8166 33,506.77,true,Quetzal
IL47 0231 5365 1078 4555 836,497.9,true,Birr
FR74 1951 8387 40HL PKMP A55T J82,881.31,true,Peso
SA98 00QI QYHU LFAP VXT3 2DVV,418.32,true,Peso
HU12 6589 3799 3292 8552 8262 4274,412.17,true,Yuan Renminbi
AD63 7658 6324 IUGQ KTQ1 4A3D,453.24,true,Yen
AE27 0767 2859 4039 9264 267,538.42,false,Peso
SM52 N188 9293 124J EAVC QQY1 HTI,68.71,false,Yuan Renminbi
FR06 0986 0200 964O 4IJW SYT7 Y31,481.69,false,Euro
LU70 222J USEL YEKI 8PZW,308.53,false,Peso
CY09 3976 3401 85CP TYRU TN5F EFHK,32.5,false,Dollar
SA05 50QJ W8UJ TPEB M7DA 4J0C,768.3,false,Tugrik
CR88 7103 3241 5275 1377 7,178.62,true,Rupiah
FI21 5549 3516 8943 82,710.21,false,Peso
MD79 QDHS COZ0 XJQ3 UJEE 10BV,424.36,false,Hryvnia
GE38 DU07 2154 1463 9440 39,910.08,false,Quetzal
AL58 2950 6918 H1Y6 B0DM HINF SMBK,280.89,false,Rupiah
GB20 LSAW 0667 0394 3481 96,596.69,true,Pound
VG75 KTOA 9379 2639 7345 6059,344.74,true,Peso
FO15 0671 6296 8546 22,478.5,true,Yuan Renminbi
GB89 ZPPO 7644 7944 0274 35,101.93,true,Dollar
BG30 OOCE 0380 25CH TJBP PE,866.68,true,Rupiah
IL91 8101 8233 7148 9786 473,662.18,true,Euro
FR54 8724 8958 63KF HB2B MP8Q R94,246.79,true,Euro
AD71 4715 7383 6XGG QREW OIDK,157.37,true,Real
BA60 7893 7834 8817 0940,88.29,false,Yuan Renminbi
FR04 7151 9953 285Z WX7B YJHJ I21,134.29,true,Zloty
LT06 5828 7103 6250 1500,91.94,false,Ruble
AL37 4723 6795 ZDIF GCZF 4A6J UAJD,825.73,false,Euro
IL59 7156 2591 1578 7283 319,881.16,true,Ariary
TN42 3771 5928 5345 9968 1837,482.55,true,Rupiah
PS20 WTSL GHOA 7MML CJKU 1I0U PZ6Q 4,24.58,true,Boliviano
MR11 7399 4374 0573 8106 3658 533,490.22,true,Dollar
HR71 1396 3597 2947 1606 1,934.54,false,Yen
KW29 ZQZE 2PQZ F3KX QYDV LHYS JYUF O0,800.7,false,Ruble
GE17 CY17 4457 9503 6990 64,31.19,false,Yuan Renminbi
SI11 5593 0349 4971 310,939.99,true,Litas
IL29 7835 9846 1271 3900 069,78.36,false,Yen
ES42 7446 4684 4195 5768 2762,747.36,false,Yuan Renminbi
FR78 5196 1471 76G4 RYLJ XDMJ 347,104.57,true,Yuan Renminbi
BA85 8906 6349 5011 4469,409.46,false,Quetzal
PT29 1495 4848 6235 7082 4783 6,182.95,false,Kyat
FR46 8568 8082 20ZC FGQJ NGMY Z75,537.6,true,Pound
LB57 3597 7LS9 PRA3 QW5N UXLH OG4C,890.38,false,Yuan Renminbi
BA76 5971 9068 7830 4420,273.63,false,Euro
GL91 6510 6216 1550 16,686.73,true,Leu
SE08 7591 0507 1311 9767 1538,195.84,false,Yuan Renminbi
ME49 5830 5709 0297 6382 11,101.02,true,Dollar
FR83 0381 5231 65ES FNUV RLRY V48,668.77,true,Sol
SI59 1350 0483 1458 437,890.87,false,Koruna
SK68 9805 7263 6467 7731 5447,845.27,false,Yuan Renminbi
FR71 0358 6919 21BC IOBZ Q1D2 R68,249.77,true,Zloty
NO66 2122 8602 209,817.37,true,Euro
BE07 7240 2706 0182,945.15,false,Kyat
DE69 4611 7973 5893 1542 83,507.35,false,Peso
PS36 MPAW Z7KV MUGL LINS LS7D 1E26 Y,242.52,true,Dollar
FR35 9155 7179 59YP N0WO ZZUL Z64,461.37,false,Peso
FR78 3200 4207 21RH D0PX A1OU O97,328.29,false,Krone
KZ84 831M 2VYT W0TZ O9EO,602.01,true,Dong
NO76 5222 8977 917,981.38,true,Yuan Renminbi
GL88 2004 5879 4387 01,405.76,true,Yuan Renminbi
AL83 3100 1897 9GWA TUQB 1JH6 61FZ,53.52,true,Krone
SA09 24HS YMNS 3GQA TLH2 QFQL,475.25,false,Real
FR25 2730 4154 26TG 1QA2 DYMU A75,45.48,true,Dollar
MD16 BZZC EVPC GCPO 9GHT AFMT,562.48,true,Ruble
GR49 8017 724V B18T IYEG RYDS EAU,180.89,true,Yuan Renminbi
GI22 EDRD 6FKG GVTR 3BCC TGU,901.18,false,Peso
LU72 921Y OLKK AW73 E2D6,114.73,true,Rupiah
FI93 8595 0049 2711 55,419.31,true,Yuan Renminbi
CY19 8039 8523 SXCZ C1B1 LJ72 SNYM,233.13,true,Yuan Renminbi
MT35 RJHV 4326 3YHD NQWT 7S8U ZIHT AQS,191.51,true,Colon
BH48 HEFQ EVUV WB8Y ATT2 RY,241.21,false,Hryvnia
FR69 2387 0321 69T8 QHBI TRYH O56,981.58,true,Dollar
GB16 XCEQ 6570 3154 0167 41,133.08,false,Yuan Renminbi
HR86 8653 7054 9191 3971 6,698.76,true,Euro
LU35 728Z SAAI 6ODY 3TBU,68.32,false,Ruble
FO90 6936 4230 6634 70,921.05,false,Peso
HR66 5756 9891 0932 1229 2,393.74,false,Ariary
RO17 XRHP 8SQL 4IE3 VLHU I26Z,783.23,false,Franc
GB80 HJFZ 6120 3722 5186 58,332.98,false,Hryvnia
SA15 54D3 IQ6N A6EL TQM5 JXLV,538.61,true,Yuan Renminbi
MR32 7906 2067 2357 6997 0716 664,499.56,true,Yuan Renminbi
GR81 6625 983Y R0HL Q2MD MDZD JBE,251.0,false,Rupiah
TR46 3067 4L6Y IGJW GM5F O6WR C4,349.92,false,Naira
BG78 DJQP 5395 68XB GQQE FX,707.67,false,Naira
FR93 7293 0853 67C6 GDYZ XJTP S97,609.74,true,Euro
BH82 VTQP CI2R EWGS WTQ3 QL,148.42,true,Zloty
